AccountAge,MonthlyCharges,SubscriptionType,PaymentMethod,PaperlessBilling,ContentType,MultiDeviceAccess,DeviceRegistered,ViewingHoursPerWeek,AverageViewingDuration,ContentDownloadsPerMonth,GenrePreference,SupportTicketsPerMonth,Gender,WatchlistSize,ParentalControl,CustomerID,Churn,TotalCharges_log
22,12.328261877946224,Premium,Bank transfer,No,Movies,No,Computer,38.193817815349846,124.7604020595849,44,Drama,8,Male,3,No,YHYDXDWGKJ,0,6.572355436550311
29,10.2158199227341,Premium,Electronic check,No,Movies,Yes,TV,17.77621774287508,6.17195099163116,40,Comedy,3,Female,5,No,0V7T4OUFKT,0,5.6946030650231645
34,10.04811332190101,Standard,Bank transfer,No,Movies,Yes,Computer,22.886800947843867,96.27057425623762,11,Fantasy,9,Male,12,No,CLZ1M9MYQK,0,6.228859613266414
82,8.590904340661071,Premium,,No,Movies,No,Computer,5.791036569732037,165.76801184579858,36,Action,5,Male,24,Yes,97LVWKGWW4,0,6.558841788223623
92,14.64881998366709,Premium,,No,TV Shows,No,Tablet,21.966115206804265,15.38686749156489,12,Drama,3,Female,23,Yes,TAPMGBC8KI,0,7.00697460144215
81,13.802577582221666,Standard,,No,Both,No,TV,32.895377252023735,13.445780393152964,26,Fantasy,1,Female,19,Yes,KM3SRQLGCY,0,7.02019855829001
68,15.963942208758876,Basic,Electronic check,Yes,Both,No,Computer,3.8184573784271554,70.95555301820166,14,Fantasy,0,Female,9,No,IG1BLL35T8,0,7.086613478390927
68,14.329072179923465,Basic,Electronic check,Yes,Both,No,Tablet,36.35321106672012,56.49716456951105,14,Comedy,0,Male,23,Yes,9O9MMH2E4R,0,6.875867946391922
6,12.265102695645528,Standard,Electronic check,No,Both,Yes,Computer,26.731103043270664,46.50343704348147,27,Drama,2,Female,17,Yes,WPFR2Z3BXH,1,4.312014710743693
22,19.72323181937803,Basic,Bank transfer,No,Movies,Yes,TV,39.55586530057095,141.66335606932796,30,Sci-Fi,2,Male,22,No,UW6DW8SH36,0,6.0751416424471545
51,12.303269813600757,Basic,Mailed check,No,Both,Yes,Computer,23.92237362340046,167.6009751458447,18,Fantasy,1,Female,6,No,UUQ8BI65NE,0,6.463351854954548
44,12.328261877946224,Premium,,Yes,Both,No,Mobile,15.36425482462204,43.35824587451431,31,Sci-Fi,4,Male,17,No,28CGLM37E8,0,6.572355436550311
52,11.972031105487366,Basic,Credit card,No,Both,No,Mobile,2.711162055813915,19.2839781480334,30,Action,7,Male,0,No,HOP2UB0UL3,1,6.497118271615647
69,19.15949722296332,Basic,Credit card,Yes,Both,Yes,Tablet,11.240032890718377,8.963731806244411,11,Sci-Fi,0,Male,18,Yes,VXDDTDI22I,0,7.187661176491236
65,11.031963285283648,Premium,,Yes,Both,No,Mobile,2.5610726308330127,92.6545924519135,25,Fantasy,5,Female,6,No,M2AA93U36X,0,6.576577660063335
39,17.74202931298114,Standard,Credit card,Yes,TV Shows,No,Mobile,32.466545736883816,48.73588755466557,20,Drama,4,Male,1,No,5S2SA7GGCO,0,6.888433045551262
22,9.801543643925116,Premium,Mailed check,No,Both,Yes,Computer,10.83072210698237,22.177220208142952,25,Sci-Fi,7,Male,7,Yes,G6BP6AGJTP,0,5.91193276101167
30,8.877794837653134,Standard,Bank transfer,No,TV Shows,Yes,TV,33.4205355687924,174.90474941164192,22,Action,2,Female,21,Yes,3WBV3E1D36,0,5.588498233646425
86,13.088230630678163,Premium,Bank transfer,Yes,TV Shows,No,TV,19.095929067357563,156.88077210305678,0,Comedy,0,Male,18,Yes,OGZFUS04WU,0,7.010297583470375
5,8.90071517032418,Standard,Credit card,Yes,Both,Yes,Mobile,26.25872787274804,62.54815665950428,25,Action,3,Female,18,No,1K1M7OBMB3,0,3.8177909130143752
74,15.799161986783696,Standard,Bank transfer,No,Movies,No,Mobile,29.787688285621968,92.22789263591667,7,Sci-Fi,5,Female,14,No,5XZJ4HOK0M,0,7.245390976238583
72,18.61368383069979,Basic,Electronic check,Yes,Both,Yes,Computer,25.75871751772664,167.63140981248364,9,Comedy,7,Female,15,Yes,RA0Q2B4M7A,0,7.201309006337615
21,7.526048814017846,Standard,Credit card,Yes,Both,No,Mobile,27.971892530487303,30.79310580242188,18,Comedy,5,Male,8,No,BWUL3E7213,0,5.069199913803784
74,8.489546330540675,Basic,Bank transfer,No,Both,No,Mobile,4.647168546266849,78.75998206611862,38,Comedy,7,Male,16,No,NSJ7R2HKGE,0,6.202983742635748
105,13.803143437153617,Standard,Credit card,Yes,Both,Yes,Mobile,37.57308266440068,15.037870511699523,4,Fantasy,0,Male,18,Yes,LEQ2SPHHL6,0,6.823107978151134
48,18.75560156080844,Premium,,Yes,Both,No,TV,15.506441464855827,136.2228235254136,40,Comedy,7,Female,24,No,GLTG31MOIR,0,7.06297657301311
93,12.858291118242857,Standard,Bank transfer,No,Both,Yes,TV,31.890309652577635,75.76074802901249,34,Action,4,Male,19,No,CA2PHT9NWH,0,7.087424215685325
112,15.746051614877238,Basic,Credit card,Yes,Both,Yes,Mobile,12.520508359078098,94.3277797025814,49,Comedy,5,Female,14,Yes,GIJVMGRJFU,0,7.165339629778105
11,10.390014709578608,Basic,Bank transfer,No,Both,No,Computer,18.11417036804472,79.0322755441406,42,Fantasy,4,Female,16,No,2L6HZ6JJGP,0,6.699236068811135
40,16.33146641838277,Premium,Electronic check,No,Both,No,Tablet,26.51838695844401,148.54782739979316,30,Fantasy,3,Male,15,Yes,26HYTQ71V5,0,6.483502772863125
13,8.32602894657524,Premium,,Yes,TV Shows,No,Computer,35.49507282178521,178.04306224404243,15,Drama,0,Female,17,No,ASUKOF827I,0,6.258275374131174
7,9.29981074304457,Basic,Bank transfer,Yes,Both,Yes,Mobile,10.419898601983482,171.95474354613768,23,Comedy,0,Male,5,Yes,6NWTMMXFNE,0,4.875740350713591
71,18.392771296096853,Premium,,No,Movies,No,TV,6.868602625628502,38.510915752894135,32,Action,1,Male,15,No,YW1TQF8ENJ,0,7.17540307025555
57,19.25634415105496,Premium,Bank transfer,No,Movies,No,Mobile,32.227307074957395,165.49521791813314,7,Comedy,5,Male,23,No,JY57X5TRMO,0,7.001802494865116
75,5.321912124165693,Basic,,No,TV Shows,Yes,Computer,13.28975989252179,141.2181047443308,0,Action,3,Female,18,No,LNQORYMH26,0,5.991823006134935
106,5.351388480214229,Standard,,Yes,Movies,Yes,TV,9.158522199687516,117.5164785245804,9,Action,1,Male,11,Yes,GH9A22N66B,0,5.817898443833656
35,13.459910271890804,Premium,Mailed check,No,Movies,No,TV,25.142190240358747,32.68506048743759,4,Comedy,6,Male,1,Yes,VN65AE43O6,0,6.507859777263997
75,13.909022163181207,Standard,Credit card,Yes,Both,No,Mobile,17.301771364214957,23.653572238387955,13,Action,4,Male,2,No,KS9FTKV2DQ,1,6.950983970830683
36,15.922989831549245,Basic,Mailed check,No,Both,No,Computer,23.094776176183945,161.38123273423747,3,Comedy,3,Male,2,No,WABF53RSD0,0,6.856199891449189
2,17.12165738657223,Standard,Mailed check,No,Movies,No,TV,32.41006918545784,56.23631937610436,20,Drama,8,Male,19,Yes,JCP7F0F4IZ,0,3.562275859446407
86,14.671894666109797,Standard,,Yes,Movies,Yes,Computer,21.46149818496841,77.77099424885388,28,Fantasy,0,Male,12,Yes,PHPFEBIGBE,0,7.134151383897928
38,11.223228479435145,Standard,Bank transfer,Yes,Both,Yes,TV,19.596034431523737,54.34176131489776,2,Drama,0,Male,1,No,8YUG2KSKFD,1,6.499510873148927
34,15.846287805812688,Standard,,Yes,Movies,Yes,Mobile,16.122368278119865,97.91702129378668,28,Comedy,5,Male,10,No,O2RVL1WTJQ,0,6.291150135858216
47,15.856125265686966,Premium,,No,Movies,Yes,TV,26.288753439288467,23.33021493588715,5,Comedy,9,Female,14,No,TWLBEGJPJE,1,6.615044433402271
25,11.512637969727292,Basic,,Yes,TV Shows,Yes,TV,28.29125948852876,84.80992993376218,47,Fantasy,7,Female,13,Yes,JUSSZ0TYNB,0,6.601815036129717
77,17.084145045683787,Basic,Bank transfer,Yes,Both,No,Computer,31.304300798505427,36.69464196111819,7,Comedy,5,Male,17,Yes,G7ZUOCOKKN,1,7.182716155429215
55,13.28379510486568,Basic,Bank transfer,Yes,Movies,No,Mobile,8.655617150629546,39.13592483637288,31,Comedy,6,Female,10,No,KGINLK6E4A,1,6.595245850244864
100,8.569442146773776,Standard,Bank transfer,Yes,Movies,No,Tablet,9.916502461641532,35.82644275578191,1,Drama,5,Female,4,Yes,3UBWONJ9HM,0,6.754539079515675
34,8.894812618099067,Premium,Mailed check,No,Both,Yes,TV,5.28692148720788,149.7997293052415,13,Drama,8,Female,6,Yes,NOEYROI0WW,0,5.715129944618102
44,11.821674549079708,Basic,Mailed check,Yes,Movies,Yes,Mobile,28.31281687134884,34.96217159892621,24,Comedy,2,Female,21,Yes,2639EQOIMD,0,6.700386312619451
14,5.651174540935654,Premium,Electronic check,Yes,TV Shows,No,Mobile,32.31333870696665,36.21862678672311,43,Comedy,2,Male,16,No,XJSI88BT5K,0,4.383481121059277
117,15.908995425625095,Premium,Credit card,Yes,TV Shows,Yes,TV,16.302056970487136,37.10177367549986,25,Drama,1,Male,21,No,DV417WR3H8,0,7.529595733584955
74,16.88467343712449,Basic,Electronic check,Yes,Both,Yes,Tablet,21.48170004226006,80.07380831503697,33,Comedy,7,Female,17,No,VKYYFI9JT0,0,7.291910228823693
18,5.227676036656794,Standard,Electronic check,Yes,TV Shows,No,Mobile,28.17505236706256,36.557295856592944,26,Action,4,Female,2,Yes,LTP4SEXPBP,0,4.554909712371418
76,5.09848179125751,Basic,Credit card,No,TV Shows,No,Computer,20.732478485092056,68.05434114403255,1,Comedy,9,Female,16,No,X2HXQZDL41,0,5.962253570917038
63,10.937072836237483,Standard,Bank transfer,Yes,Both,Yes,TV,28.34693307698313,9.346276166162806,46,Comedy,8,Female,5,Yes,MYP0E84TGK,0,6.536743174062609
89,16.394036907911108,Standard,Mailed check,Yes,TV Shows,Yes,TV,5.564469963219186,39.82291650875301,2,Comedy,3,Male,13,No,UOEK0FDKQI,0,7.405378853368009
114,11.348575137828478,Basic,Mailed check,No,Movies,Yes,Mobile,33.35674864352124,96.70465210858536,3,Sci-Fi,2,Female,14,Yes,D7V1GQP4ZS,0,7.166063301637454
92,12.7203998263147,Premium,,No,Movies,No,Computer,22.68228121233774,21.548617924508395,36,Drama,7,Male,24,Yes,BP4NVKDHAQ,0,7.065849701185255
96,12.846105704818378,Basic,Electronic check,Yes,Both,No,TV,20.90232603601848,107.0719880327416,15,Action,4,Male,10,Yes,VJPEAO45MX,0,7.11819945158263
54,9.033418657188756,Basic,Bank transfer,No,Movies,Yes,Mobile,15.189647972795315,137.9098836309627,19,Drama,5,Male,14,Yes,QOKIE06Y78,0,6.1919628339344674
29,6.513702582241343,Standard,Mailed check,No,Movies,Yes,Computer,1.5500911862577167,141.12349402710265,7,Sci-Fi,5,Male,19,No,FB0YUU644W,0,5.246483794052334
44,16.200458747880333,Basic,Electronic check,Yes,TV Shows,No,TV,18.395182215561697,98.8867499597631,28,Fantasy,8,Female,17,No,VGMSYM5ULT,0,6.570631088754777
5,13.15059559240584,Basic,Bank transfer,No,Both,No,Mobile,33.51242193470541,105.7436217632179,0,Action,1,Male,21,Yes,BKKCQWPOHH,0,4.200998909948558
35,14.401350459551212,Basic,Mailed check,Yes,Both,No,Mobile,3.995640683200929,40.73587965140028,6,Comedy,6,Male,24,Yes,3VYTTJWF3S,1,6.224652021102028
43,10.873958350397947,Standard,,No,Both,Yes,Computer,3.134801626151836,108.5186458695218,41,Drama,4,Male,10,No,6W8ONKVDV7,1,6.149707291010045
62,17.588552489037202,Premium,Credit card,Yes,Both,No,TV,22.396572906677804,103.3997529751133,14,Comedy,7,Female,24,No,8OHY4PJDVC,0,6.995299247246799
9,6.576820055715689,Basic,Credit card,No,Movies,No,Tablet,7.720693155352497,10.559541066290432,28,Comedy,2,Male,20,No,DB37V024VF,0,4.097529161024209
118,19.16117966988404,Standard,Electronic check,No,Both,Yes,Mobile,12.0328826669826,98.32812236917376,36,Action,9,Male,21,No,LPF96SC93N,0,7.724013145166261
77,5.0746588625433295,Basic,Credit card,No,TV Shows,Yes,TV,12.714291550126278,28.488670024179104,7,Sci-Fi,5,Female,22,No,3DWFDWQTFK,1,5.970620645534243
115,11.17884017925886,Standard,Electronic check,No,TV Shows,Yes,Computer,29.103556133577,37.795793660763245,33,Comedy,2,Female,6,No,UK3MUKUEJY,0,7.159732414768729
55,9.679149630582945,Premium,Credit card,Yes,TV Shows,Yes,Mobile,23.954938703430795,39.85908713012388,5,Comedy,4,Female,16,Yes,FOX2BV2O4O,0,6.667949949547664
102,8.08677236248118,Basic,Bank transfer,No,Movies,Yes,Tablet,10.70578261982233,142.6347907356358,40,Fantasy,3,Male,20,Yes,3RR2KKLO1L,0,6.716414104626373
83,8.86251816368866,Premium,Credit card,No,Both,No,Mobile,12.340744773788511,60.42202889957744,47,Drama,8,Male,5,Yes,4OUVQSSS9U,0,6.602030080720356
116,9.249865017444884,Basic,Electronic check,No,Movies,Yes,Computer,20.312797492889903,11.444839606233693,40,Comedy,7,Female,1,Yes,T9A50KD21Z,0,6.979130695841124
19,6.125514978180368,Basic,Credit card,No,Movies,No,Tablet,6.268261829487535,148.05977268262404,29,Comedy,6,Male,13,No,PO8QJ2Z8HO,0,4.765457295804206
64,19.15448811979087,Premium,Electronic check,Yes,Movies,Yes,Tablet,5.172751964024302,17.9131808936634,33,Drama,2,Male,22,No,Y3V5G1HCTY,0,7.112235541275708
31,12.328261877946224,Basic,Electronic check,No,TV Shows,No,Mobile,15.015741398643035,130.7261485547089,31,Comedy,8,Male,13,No,S74Y4BOE5G,0,6.572355436550311
85,15.20065325223573,Standard,Bank transfer,No,Both,No,TV,18.06741365352505,77.21773933898096,20,Comedy,5,Male,15,Yes,YZG6NV5X4V,0,6.887616922975338
48,8.416702097829532,Basic,Bank transfer,Yes,Both,Yes,Computer,16.260158791498633,95.09496564396647,43,Fantasy,6,Male,7,No,XR2V49I6RU,1,5.551047179524276
53,19.3455289215684,Standard,Bank transfer,No,TV Shows,Yes,Computer,18.687848453148373,132.16334245258798,41,Sci-Fi,6,Male,8,Yes,TE1OOM5V4T,0,6.933728079434067
7,9.1128719429902,Standard,,No,Movies,No,TV,27.35700682362576,51.54664080754543,46,Drama,7,Female,7,No,H34GMGSYE2,0,6.428401933588695
61,15.76363621062589,Basic,Credit card,Yes,Both,No,Computer,1.9894305369554488,39.31289643930539,9,Sci-Fi,1,Male,19,No,N0Z59F79IY,0,6.869619058755867
12,17.03979191644393,Basic,Electronic check,No,TV Shows,No,Tablet,12.438822282735035,84.63725428791066,21,Comedy,4,Male,20,No,PMZMT39TM8,1,5.325336553477961
4,9.386695923147526,Premium,Credit card,No,Both,No,Computer,9.270005599414985,175.9761135380756,42,Comedy,5,Male,10,No,EB38S923C3,1,3.651872664429858
42,19.83102139620456,Standard,Mailed check,No,Movies,Yes,TV,16.09530187134729,36.73064188810815,30,Sci-Fi,5,Male,11,Yes,7S0GPYV37B,0,6.726116967091925
100,19.396173736538675,Premium,Bank transfer,Yes,Both,Yes,Mobile,20.358297929519907,104.43224193252412,2,Drama,2,Female,22,Yes,231LG9INNM,0,7.570761435273923
80,9.48589020829607,Basic,Credit card,Yes,Both,Yes,Computer,2.626301606900628,116.61427784011671,22,Drama,3,Male,4,Yes,XUARYP9U38,0,6.633148967163497
111,11.562251336256873,Standard,Bank transfer,No,TV Shows,Yes,TV,12.013524906833638,144.89160554721454,35,Drama,2,Male,10,Yes,1JMFNFQWJ0,0,7.158054668760339
116,16.8128342444189,Premium,Bank transfer,No,Movies,Yes,Mobile,32.66562067070991,176.39442907160785,49,Drama,0,Female,14,No,ZC098KOD0T,0,7.479580801569044
118,13.87000273722271,Basic,Bank transfer,No,Both,No,Mobile,35.52095590423361,73.8055581051465,11,Comedy,4,Male,6,No,CIAX5QUITW,0,7.401023869887671
82,17.05959515340027,Basic,Credit card,No,Movies,No,Mobile,3.5527035246818803,105.6016161410674,17,Drama,8,Male,21,Yes,9YWSEVZLZU,0,7.341828856196087
3,11.490904967556103,Basic,,Yes,Both,Yes,Tablet,21.532312863904146,152.69344742836174,21,Drama,5,Male,9,No,SOENNLS0ZZ,0,4.083664480599787
4,16.417615078521955,Standard,,Yes,Both,Yes,Computer,8.31172346279708,144.9427458865527,25,Comedy,2,Male,10,No,9B218BRPRO,1,4.199761980972233
41,17.89602978504847,Premium,Bank transfer,No,Both,No,Mobile,15.67358037842935,129.81507948309263,40,Comedy,3,Female,17,No,01YBG6GK64,1,6.5995129130919645
11,10.753917778654442,Basic,,No,Both,Yes,Computer,11.437871125998162,147.31150142811506,12,Fantasy,3,Female,16,No,O7R5D8PQF5,0,5.166080086853116
7,8.525064686729877,Basic,,Yes,Movies,No,TV,21.75028547393415,135.67587847243323,1,Action,7,Female,0,No,WSC1RLBU1U,1,4.105539214413152
17,13.002221873230502,Basic,,Yes,TV Shows,No,Mobile,1.5860062391532104,19.7113171701737,14,Drama,2,Female,18,Yes,GEWJCYPGI4,0,5.402847510845104
82,6.150444199938391,Premium,Electronic check,No,TV Shows,Yes,Tablet,5.997497332629694,136.08666579242876,3,Fantasy,1,Male,24,No,FLM86XY0XE,0,5.783540037966831
66,12.725465560063366,Standard,Credit card,No,Both,No,Mobile,36.234348916344366,125.39373207819052,9,Drama,8,Male,12,No,JWX4CMXFI4,0,6.301852084067864
70,16.166624326927632,Standard,,Yes,Both,Yes,Computer,36.67350746393423,38.27398071940524,35,Comedy,5,Male,4,No,9LF5Q2JZR2,0,7.032327396919615
89,9.530101642872546,Premium,Bank transfer,No,TV Shows,Yes,Computer,36.03776269205813,178.83283994581635,48,Drama,3,Male,8,No,WQ6NX0CG5C,0,6.744270054790404
24,19.41791573177973,Premium,Credit card,No,TV Shows,No,TV,3.3827333812788254,20.951269575129608,5,Comedy,0,Male,7,No,P5RY6QRLHG,1,6.146393447391805
97,14.61418884267421,Premium,Credit card,No,TV Shows,No,TV,15.24728865263233,164.30579940632202,49,Fantasy,7,Male,7,Yes,17TTFHAES7,0,7.0032211626853496
110,15.166130422833463,Premium,Electronic check,Yes,Both,Yes,Computer,36.12130197250633,62.79114564088773,28,Comedy,1,Male,3,No,H2BDU1OFU2,0,7.420144287931407
105,6.150445615319935,Standard,,No,Movies,Yes,TV,8.89769076962934,105.03968174679557,22,Comedy,6,Male,8,Yes,JC686RQTAE,0,6.4720321641912415
11,8.489214301200647,Premium,,No,Both,No,Mobile,30.41472180999645,98.79806395604362,7,Sci-Fi,2,Male,18,Yes,VTJ25VJ28Y,1,4.547343567559602
53,12.872527100436292,Basic,Bank transfer,No,Movies,No,Tablet,23.066710158701177,65.0522177133737,17,Action,6,Female,5,No,O1SK1I75KK,0,6.526851950013032
15,9.952627360454288,Basic,Bank transfer,Yes,TV Shows,Yes,TV,29.795128404788468,130.1140424141006,40,Action,8,Male,22,No,247QBESC58,0,4.787137786941551
107,14.76106866305468,Premium,Credit card,Yes,Both,Yes,TV,23.083070818564984,32.67446195079443,47,Comedy,0,Male,10,No,8HEN296WKP,0,6.972540857897143
30,12.54095276364538,Basic,Electronic check,No,Movies,No,TV,21.74299630851965,91.52963779344702,11,Action,8,Female,17,No,FX63S23LYD,0,5.932851324424359
47,12.287810225465224,Standard,Credit card,No,Both,No,Computer,29.97745139872647,21.75473760061038,47,Fantasy,7,Female,4,Yes,Z64ASRAUTL,0,6.360485357287215
25,6.595695867663478,Standard,Credit card,No,Both,No,Mobile,26.07462861203633,143.59437467422416,49,Comedy,2,Male,24,Yes,QWSRP5WYZ7,0,5.111339365474574
5,10.4954664985474,Premium,Credit card,No,TV Shows,Yes,Mobile,25.411044510632443,89.1811566226515,23,Fantasy,9,Male,17,Yes,V93W1SHM2S,1,3.979257872394719
45,12.328261877946224,Premium,,Yes,Movies,Yes,Computer,23.344589726117057,27.48166043885891,14,Comedy,9,Male,2,No,GW7PEJTX4J,1,6.572355436550311
73,19.128705185485032,Premium,Credit card,Yes,TV Shows,Yes,Mobile,21.119479811465865,107.88980526696962,11,Action,0,Female,17,No,S4PEXCPIYO,0,7.18169494132243
38,10.017764099463871,Basic,Bank transfer,Yes,Movies,No,Computer,21.126200754006824,53.49851143158254,43,Fantasy,2,Female,17,No,1I391AU3SN,0,5.944569554886703
19,8.457707198909983,Premium,Credit card,Yes,TV Shows,Yes,Mobile,26.39754586852429,132.04553608763698,19,Fantasy,2,Male,13,No,JQ7BSBM6QG,0,5.531096182621971
21,13.66643901296748,Premium,Credit card,Yes,Movies,Yes,Computer,21.85138638064378,129.21237616682754,29,Comedy,5,Female,5,No,YYRK02CCBH,0,5.662943880249269
11,13.170454727648886,Standard,Bank transfer,No,Both,No,TV,29.9633612118436,107.33257753330692,33,Fantasy,8,Male,20,No,FUDOYZD85H,0,4.982750104345453
102,6.0248019223188605,Standard,,No,Movies,No,Tablet,7.460384593821323,123.0137927198905,18,Comedy,6,Female,5,No,3AFD9MOXI7,0,6.422483354000365
17,13.522917880226498,Basic,Credit card,No,TV Shows,No,Mobile,22.792908440800783,141.31874330730133,47,Comedy,3,Male,10,Yes,GVCL5UK6MS,0,5.441939691370445
20,17.110199358778544,Basic,Bank transfer,Yes,TV Shows,No,Mobile,15.787631004824402,116.37612830221416,44,Comedy,1,Female,9,No,GMVQP14J7R,1,5.83832498519076
97,16.275656988393322,Standard,Bank transfer,Yes,Movies,Yes,Mobile,34.06903447743349,108.02268854909408,30,Comedy,4,Female,8,No,TJGXX1GDMF,0,7.365014750242225
77,18.297768967466283,Basic,Credit card,No,Both,No,Mobile,6.051547439756575,28.70683669416636,31,Fantasy,3,Male,24,Yes,TCRTN1NY13,0,7.251294067533403
29,19.61083832624199,Premium,Electronic check,No,Both,Yes,TV,5.44426027693831,162.60670650815462,24,Comedy,9,Male,9,Yes,J851EH2P0G,1,6.345135027218773
13,14.366032896784125,Standard,Electronic check,No,TV Shows,No,TV,38.75530754863543,153.99489488344236,30,Comedy,1,Male,9,No,CWILI8TNWV,0,5.235156177296975
66,12.388186498385394,Standard,Credit card,No,TV Shows,Yes,Mobile,17.004804606663217,141.70386930440966,32,Sci-Fi,8,Male,22,Yes,M0H4U2DO74,0,6.761106679107019
97,12.974295464688602,Premium,Bank transfer,No,TV Shows,No,Mobile,37.98194032204093,28.12494460871709,13,Comedy,0,Female,8,No,0MQSP0FFYD,0,7.138475383650692
20,6.27116003064951,Standard,Bank transfer,Yes,Movies,No,TV,23.039116220914533,164.5259106847288,35,Sci-Fi,6,Male,20,Yes,Y9EZJSHPQI,0,5.664518312013436
109,9.38060851535896,Basic,Electronic check,Yes,Both,No,Mobile,9.26999612547397,176.5454196493865,19,Action,7,Male,14,Yes,S26SQPQ7U5,0,6.930970047097253
12,12.328261877946224,Premium,,No,Both,Yes,Computer,8.69292219500573,112.00826978052402,16,Drama,4,Male,1,No,4UDTGLTDRJ,0,6.572355436550311
73,10.16498237620933,Premium,Bank transfer,No,Both,Yes,Mobile,4.508917162502803,82.07110588413327,26,Comedy,8,Male,11,No,G1EZWACNA8,0,6.610754876719668
81,11.123397759642774,Premium,Electronic check,Yes,TV Shows,Yes,TV,36.55076771706211,14.451355615858622,18,Comedy,1,Male,3,Yes,U1AS552699,0,6.30139558556148
31,15.331898651755688,Premium,,No,Both,Yes,TV,23.591600797740888,74.993271697025,46,Drama,8,Female,16,No,LHJ6RVMAY4,0,6.467910545956038
67,7.47856678253236,Basic,Electronic check,No,Both,No,TV,16.479227720319315,175.5698300079166,27,Comedy,6,Female,6,No,2QKQM0YL6O,0,5.634410887145594
111,11.878889897440754,Basic,Electronic check,Yes,Movies,Yes,Mobile,5.909814890606804,146.00767361367838,41,Action,2,Male,13,Yes,7MCOJBKEGQ,0,6.453232640203035
84,8.259852081869433,Basic,,Yes,Movies,Yes,TV,22.785542638175908,40.27328112577096,22,Comedy,9,Female,8,No,FQ8OK74DH7,0,6.543663721082347
8,5.077880532300947,Premium,Mailed check,No,TV Shows,No,Mobile,39.766803916357695,22.28963128237305,23,Drama,2,Male,8,No,EIEJU2NT4X,1,3.7286539624137873
91,16.10314786273294,Basic,,Yes,Both,Yes,Mobile,10.525427243176836,124.5415931801759,24,Action,8,Male,0,Yes,PEAQVSJN15,0,7.196854470289187
48,11.698094475023009,Premium,Electronic check,Yes,TV Shows,Yes,TV,38.20828019906854,148.67609017418195,3,Action,7,Female,7,No,3NHSEV9BWD,0,6.332406306943208
84,5.490695682409158,Basic,Credit card,No,TV Shows,No,Mobile,23.114952576419263,173.76966712923073,48,Comedy,0,Male,24,Yes,C1E00GDFIF,0,6.136037587400305
23,16.440794017445015,Standard,Mailed check,Yes,Both,No,Tablet,20.32316972517809,81.00480671742729,37,Drama,0,Male,13,No,SRLYYCTG1N,0,5.937900947002535
20,11.931644268411391,Premium,,Yes,Both,No,Computer,39.94908633151108,167.28778827238122,22,Sci-Fi,0,Female,19,Yes,6E2G3DGYJ8,0,5.694386113028543
47,7.653821081170681,Basic,,No,Both,No,TV,24.091057651681776,107.66358505583884,34,Comedy,4,Male,19,No,YG39BTG0JU,0,5.88812862173626
17,6.33547577728245,Premium,,No,TV Shows,Yes,Computer,21.36519955573926,12.281539498688025,33,Sci-Fi,1,Male,12,Yes,KOU9J658LA,1,4.688620204154153
78,13.514736458378769,Basic,Electronic check,Yes,TV Shows,Yes,TV,22.251844460259843,20.805032708529325,8,Drama,4,Female,11,No,LNX9DZELIL,1,6.403544574821049
31,15.094400756754125,Basic,,No,Movies,Yes,Mobile,25.329386111774667,44.71292218667863,6,Fantasy,8,Male,1,No,4UZI6T8G6Z,1,6.150445876521854
82,17.94181603836592,Basic,Credit card,No,Both,Yes,TV,25.81660092215561,87.50920802432552,15,Drama,0,Female,2,No,UJIY8VEJUM,0,7.294532800204725
10,18.109325050785586,Standard,,No,Movies,Yes,Mobile,6.282211377642327,17.903775188397134,6,Comedy,2,Male,12,No,VJJIIWMC8P,1,5.2045189212902265
108,15.764588382509544,Premium,Credit card,No,TV Shows,No,TV,32.28005168696103,35.30274162838366,41,Drama,6,Female,6,No,JMROOGMJZ2,0,7.165339629778105
42,6.196803944156229,Premium,Credit card,Yes,Movies,No,Computer,14.339368242176176,143.2009773201301,46,Drama,8,Male,3,No,CG6ER9JHQE,0,5.565538148461321
6,11.683048493276289,Basic,Credit card,No,Movies,Yes,Tablet,18.132085683310702,93.2455244906452,25,Drama,5,Male,9,Yes,VTW9ODT2N5,0,4.264063299384683
61,7.2978946698359,Premium,Electronic check,No,Movies,No,Mobile,36.54831656594319,75.13292439580071,42,Drama,5,Female,16,No,0KFIL7C3BI,0,6.10070357503864
72,12.547130923446543,Basic,Mailed check,Yes,TV Shows,No,Mobile,29.003430888784845,172.01672256243293,49,Drama,7,Female,18,No,N4572BLAAD,0,6.807264472009589
23,6.603572552302075,Basic,Electronic check,No,Both,Yes,Mobile,10.985892544668935,57.672409201234544,7,Action,5,Male,13,No,Y2J7XGKB5H,0,5.029667485486476
109,6.469235518229604,Premium,Mailed check,No,Movies,Yes,Mobile,38.57539354079538,77.10808963095495,41,Drama,8,Male,3,Yes,FFPQV1LUXI,0,6.559822965897827
89,18.09509181209815,Standard,Mailed check,No,Movies,No,Tablet,10.527298742521875,162.88265568799685,30,Sci-Fi,9,Male,17,Yes,MR045Z9MKS,1,7.384897847303208
12,8.112030042805706,Basic,,No,TV Shows,Yes,Mobile,5.647159526916347,68.91863314573897,18,Comedy,3,Male,2,Yes,NGBJ5DCVMT,0,4.588475202201367
111,19.708103285885503,Basic,Credit card,Yes,Both,No,Computer,39.25544909901583,19.260463230309423,2,Fantasy,6,Male,6,No,3PSTBL1FKV,0,7.691017104413944
